Ticks,houses_avg_endoftick,houses_at_setup,links_avg,links_med,links_max,links_min,buyout_ratio_avg,buyout_ratio_med,buyout_ratio_max,buyout_ratio_min,holdout_ratio_avg,holdout_ratio_med,holdout_ratio_min,holdout_ratio_max,successes_avg,fail_rate,pct_houses_bought,buyout_roc
75,478.94444444444446,1080,48.56944444444444,36,71,32,1.1568485416666667,1.0075245,2.43165,0.407534,3,3,3,3,601.3611111111111,0.38888888888888884,0.4434670781893004,1.0425688664392125
76,465.42857142857144,1080,44.22077922077922,32,69,27,1.2060942727272728,0.972019,5.525257,0.54554,3.2987012987012987,3,3,4,614.922077922078,0.3116883116883117,0.430952380952381,0.9266207778524204
77,458.0263157894737,1080,43.828947368421055,27,67,26,1.1175920131578947,0.9949625,3.042401,0.50579,3.5657894736842106,4,3,4,622.3157894736842,0.2894736842105263,0.424098440545809,1.1530492726532007
78,437.19736842105266,1080,42.60526315789474,28,67,26,1.2886386578947369,1.0457580000000002,3.040962,0.540831,3.6052631578947367,4,3,4,643.1447368421053,0.3421052631578947,0.4048123781676414,0.847519274165072
79,425.22857142857146,1080,42.31428571428572,27,67,25,1.0921461,0.994357,2.592497,0.495721,3.6,4,3,4,655.0571428571428,0.4285714285714286,0.39373015873015876,1.0094378925440897
80,418.3013698630137,1080,40.534246575342465,24,65,22,1.1024536575342465,0.959345,3.634783,0.462852,3.6986301369863015,4,3,5,662.013698630137,0.3561643835616438,0.38731608320649413,1.106358175646092
81,400.2716049382716,1080,36.93827160493827,22,63,18,1.2197086172839506,1.133121,2.395218,0.561363,4.185185185185185,5,3,5,680.1111111111111,0.24691358024691357,0.37062185642432555,1.1916677659247856
82,385.9240506329114,1080,34.949367088607595,19,60,17,1.4534874430379747,1.140495,10.384173,0.503713,4.1645569620253164,5,3,5,694.4430379746835,0.25316455696202533,0.3573370839193624,0.8795533654421107
83,373.8607594936709,1080,33.063291139240505,16,58,14,1.2784197721518988,1.063213,3.104654,0.517808,4.506329113924051,5,3,6,706.506329113924,0.25316455696202533,0.3461673699015471,1.1371612620723046
84,355.7012987012987,1080,31.4025974025974,14,57,12,1.4537694415584415,1.09869,8.357196,0.495841,4.753246753246753,6,3,6,724.6493506493506,0.3246753246753247,0.32935305435305434,0.7901254077869061
85,341.0740740740741,1080,30.765432098765434,13,58,10,1.1486601728395063,1.141373,2.372034,0.375083,5.098765432098766,6,3,7,739.3086419753087,0.2222222222222222,0.3158093278463649,1.027824860126356
86,324.34567901234567,1080,26.901234567901234,9,53,8,1.1806214814814815,1.044307,2.963402,0.442266,5.555555555555555,7,3,8,756.0370370370371,0.23456790123456794,0.3003200731595793,1.0427192080714662
87,299.60759493670884,1080,23.354430379746834,7,51,6,1.2310566962025316,1.013454,3.321069,0.387339,6.3164556962025316,8,3,9,780.7594936708861,0.26582278481012656,0.2774144397562119,1.0754404428492501
88,286.109756097561,1080,22.024390243902438,6,48,4,1.3239281585365854,1.11151,8.092392,0.488012,6.926829268292683,9,3,10,794.280487804878,0.23170731707317072,0.264916440831075,0.9581227151913132
89,270.7901234567901,1080,21.22222222222222,4,47,3,1.2684856419753086,0.980022,9.775388,0.389128,8.209876543209877,11,3,13,809.5925925925926,0.2222222222222222,0.2507315957933242,0.9734074622142428
90,252.3116883116883,1080,19.805194805194805,3,46,2,1.2347533896103897,1.092143,2.546948,0.559191,9.909090909090908,13,3,16,828.038961038961,0.2987012987012987,0.23362193362193362,1.0697377175405476
91,237.85714285714286,1080,18.571428571428573,1,45,0,1.3208622727272727,1.131632,4.085461,0.561627,12.337662337662337,17,4,20,842.4935064935065,0.2987012987012987,0.22023809523809523,0.9420770150472889
92,225.14102564102564,1080,18.128205128205128,0,45,0,1.244353987179487,1.156752,3.875523,0.522598,16.243589743589745,22,4,30,855.2179487179487,0.2692307692307693,0.20846391263057928,1.0103801755397517
93,215.55,1080,17.65,0,44,0,1.2572706,1.166321,2.391632,0.594299,22.6875,30.5,4,44,864.825,0.275,0.19958333333333333,0.8893576594372269
94,204.9404761904762,1080,17.607142857142858,0,41,0,1.118163238095238,1.041839,3.148222,0.486362,42.13095238095238,48,4,130,875.4642857142857,0.16666666666666663,0.18975970017636687,0.9941922030728023
95,250.17307692307693,1080,22.75,39,40,0,1.111669173076923,0.9077745,4.088659,0.386926,91.38461538461539,4,4,436,830.1153846153846,0.4423076923076923,0.2316417378917379,1.0840815955824838
96,384.8181818181818,1080,34.84848484848485,39,39,0,1.205140090909091,1.07301,2.092171,0.578693,82.93939393939394,4,4,1309,695.3636363636364,0.6060606060606061,0.3563131313131313,1.007361680626389
97,403.8421052631579,1080,33.89473684210526,33,37,0,1.214011947368421,1.1111939999999998,3.528429,0.578778,38.36842105263158,4,4,1310,676.4736842105264,0.39473684210526316,0.3739278752436647,1.066407518934501
98,392.15625,1080,29.53125,30,33,0,1.29463146875,1.3305845,3.171655,0.562497,44.84375,4,4,1311,688.03125,0.59375,0.36310763888888886,0.9640474801166887
99,385.64102564102564,1080,29.641025641025642,31,32,0,1.2480862051282051,1.14665,2.498396,0.578948,38,4,4,1312,694.6923076923077,0.3589743589743589,0.3570750237416904,0.8856553479081813
100,364.05555555555554,1080,26.444444444444443,28,28,0,1.1053742222222223,0.9917659999999999,2.09425,0.52131,77.66666666666667,5,5,1313,716.2222222222222,0.4722222222222222,0.33708847736625513,0.9318303514707135
101,375.02777777777777,1080,26.63888888888889,27,28,26,1.0300212499999999,0.9525625,1.532156,0.497849,5,5,5,5,705.2777777777778,0.36111111111111116,0.34724794238683127,1.252245609724357
102,365.11764705882354,1080,25.735294117647058,26,26,25,1.2898395882352942,1.0280019999999999,5.604443,0.609771,5,5,5,5,715.1470588235294,0.47058823529411764,0.3380718954248366,0.9759443778328274
103,354.8333333333333,1080,24.555555555555557,25,25,23,1.2588116944444445,1.171481,3.230883,0.608371,5,5,5,5,725.4722222222222,0.38888888888888884,0.3285493827160494,0.9799719469584784
104,345.79411764705884,1080,21.323529411764707,21,23,20,1.2336001470588236,1.055267,4.654601,0.658755,5,5,5,5,734.4705882352941,0.5,0.32017973856209153,0.8987229167129436
105,334.25,1080,21.13888888888889,21,22,21,1.1086647222222221,1.0554275,2.32773,0.530228,5.944444444444445,6,5,6,746.0555555555555,0.38888888888888884,0.30949074074074073,1.0903777038152578
106,324.38235294117646,1080,21.11764705882353,21,22,21,1.2088632941176471,1.141639,2.906512,0.538103,6,6,6,6,755.8823529411765,0.4411764705882353,0.30035403050108933,1.031980833623186
107,313,1080,20.575,21,21,19,1.24752375,1.0878904999999999,2.065241,0.50509,6,6,6,6,767.375,0.275,0.2898148148148148,0.8749201642137283
108,299.2105263157895,1080,19,19,20,17,1.0914836842105262,0.927152,3.439883,0.483356,6.184210526315789,6,6,7,781.1315789473684,0.3157894736842105,0.277046783625731,1.0924284330216576
109,285.8378378378378,1080,15.135135135135135,15,17,14,1.192367810810811,1.139369,1.999547,0.705043,7,7,7,7,794.4864864864865,0.3513513513513513,0.26466466466466465,1.00779246898897
110,273.2,1080,12.8,12,15,12,1.2016593,1.076852,3.958841,0.65085,7,7,7,7,807.175,0.25,0.25296296296296295,0.8313751907297932
111,259.5945945945946,1080,12.108108108108109,12,13,12,0.9990297297297297,0.963101,1.488583,0.543459,7.45945945945946,7,7,8,820.7297297297297,0.3513513513513513,0.24036536536536535,1.3398357854383507
112,243.3913043478261,1080,11.804347826086957,12,12,11,1.3385357826086957,1.137549,3.854469,0.755343,8,8,8,8,837.0652173913044,0.08695652173913049,0.22536231884057972,0.8765476233199481
113,225.56410256410257,1080,9.820512820512821,9,12,9,1.1732903589743588,1.013363,2.521464,0.515655,8.846153846153847,9,8,9,854.7948717948718,0.28205128205128205,0.2088556505223172,1.2151294702139879
114,210.97435897435898,1080,7.794871794871795,7,9,7,1.4256996923076923,1.139499,4.10029,0.607034,9.333333333333334,9,9,10,869.3846153846154,0.2564102564102564,0.19534662867996203,0.9004488160631088
115,196.725,1080,5.75,5,7,5,1.2837696,0.960128,4.980193,0.555697,10.2,10,10,11,883.65,0.25,0.18215277777777777,1.128409957674648
116,181.825,1080,3.8,4,5,3,1.4486184,1.2634455,3.286232,0.502739,11.225,11,11,12,898.55,0.25,0.16835648148148147,0.8930384650512188
117,165.0952380952381,1080,2.1904761904761907,3,3,1,1.2936719523809523,0.9818074999999999,6.108103,0.483483,12.476190476190476,12,12,13,915.3095238095239,0.2142857142857143,0.15286596119929455,1.0115362947499276
118,148,1080,1.711111111111111,2,2,1,1.3085961333333334,1.086406,3.512117,0.526862,14.022222222222222,14,13,15,932.4444444444445,0.11111111111111116,0.13703703703703704,0.9609401983359394
119,128.51162790697674,1080,0.9767441860465116,1,1,0,1.2574826279069766,1.009993,2.499853,0.648687,16.325581395348838,16,15,18,951.9069767441861,0.13953488372093026,0.1189922480620155,1.3582492056615145
120,111.78048780487805,1080,0,0,0,0,1.707974780487805,1.264005,5.353277,0.543474,18.78048780487805,19,18,20,968.609756097561,0.24390243902439024,0.10350045167118338,0.7447879710877582
121,94.78571428571429,1080,0,0,0,0,1.2720790714285715,1.0826055,2.793274,0.530648,22.30952380952381,22,20,24,985.6190476190476,0.19047619047619047,0.08776455026455027,0.9207167434054948
122,76.08695652173913,1080,0,0,0,0,1.1712245000000001,1.099045,1.879235,0.688412,28.130434782608695,28,25,32,1004.3695652173913,0.08695652173913049,0.07045088566827697,0.942212586157717
123,55.97674418604651,1080,0,0,0,0,1.103542465116279,1.015732,2.075647,0.555583,37.30232558139535,37,33,43,1024.4418604651162,0.13953488372093026,0.051830318690783805,1.06413491309884
124,36.45652173913044,1080,0,0,0,0,1.1743180652173912,1.064642,2.532516,0.660291,57.76086956521739,57,43,76,1044,0.10869565217391308,0.033756038647343,1.157226210424408
125,16.622222222222224,1080,0,0,0,0,1.3589516444444445,0.981432,5.269182,0.602492,144.84444444444443,122,79,296,1063.8222222222223,0.11111111111111116,0.015390946502057615,0.6369187872664719
126,6,1080,0,0,0,0,0.8655418333333333,0.88696,1.055602,0.662284,346,346,346,346,1074,0.8333333333333334,0.005555555555555556,1.0147035415423176
127,3.8181818181818183,1080,0,0,0,0,0.8782683636363636,0.979871,1.053917,0.664283,643.3636363636364,520,347,1041,1076.6363636363637,0.18181818181818177,0.0035353535353535356,0.6351748771756655
128,1,1080,0,0,0,0,0.557854,0.557854,0.557854,0.557854,2083,2083,2083,2083,1079,0,9.25925925925926e-4,1.0001111401908027
129,1,1080,0,0,0,0,0.557916,0.557916,0.557916,0.557916,2084,2084,2084,2084,1079.5,0.5,9.25925925925926e-4,NA
